Airline,Rating,Reviewer Name,Date,Seat Type,Review Text
British Airways,8-Oct,ar,"25 September,",,"BA is a great airline company. Tha staff onboardare very friendly, and there is great in flight entertainment. "
British Airways,2-Oct,ar,"13 January,",,I have to say that it was the first time I fly with BA and for sure it will be the last time! I missed my flight that was at 9 coz I was late for 5min even though I did my boarding at6:30 and was late coz of the weight issues and the stupidity of the employees they made me pay extra which i dont mind if they treated me right and not each employee said a different thing than the other and made me late so when i got to the gate they already have taken my bag of the plane! First time I hear such thing could happen how did they do that just for being late for 5min and without even calling my name or searching for me knowing I did my boarding and then yelking at me and being so rude and not helpful at all and I had to pay 100 pounds to rebook for the next day only to get back on an old dirty plane with no screens and bad service for 5 hours and the most shock was that a women entered the plane before it took off by  5min!!!!! So how did she enter when the day before I was yelled at and pushed of the gate.. I have never ever in my life witnessed such bad rude treatment!!! 
British Airways,10-Oct,ar,"04 January,",,"I have experienced both Economy and Business Class on British Airways. I enjoyed both experiences. They were very friendly, particularly on Business Class. The food and beverages are as good as any other airline - pretty good. I travelled with my Family so we sat in a row, on Business Class. However, if you're travelling alone, I am pretty sure it be a bit of a trouble. It would be a ten star, as it has very comfy seats, and I had a great experience, but on one of the Business Class flights, my mother spilt tea on her blanket, and they were unable to provide another one, which was a bit of poor service. However, overall, I have had good experiences on both Economy and Business Class."
British Airways,6-Oct,ar,"21 August,",,"from Bwi to Barcelona. Lost our luggages. we went to the cruise 8 days without clothing. BA kept saying the luggages will arrive the next day. 8 days went by. No luggages. Ruined our trip. couldn't participate any functions on the ship because we didn't have appropriate clothes. Ship didn't sell any clothes that fits us. Couldn't buy clothes on our ports because we had to participate our excursions from 7am-6 pm(when the ship leave). Lugguages was finally deliver to our resident 8 days after we got home.  No sorry, no compensation from BA. Will never ever fly with them again. "
British Airways,5-Oct,Michael Barron,"23 November,",,"British airways is always late, their website is atrocious, and they won't let you checkin until 24 hours before the flight and then tell you that you must do it at the airlines because it is less than 24 hours.  I have been trying for 6 hours to check in and/or find a real person to speak with.  Finally customer service had such a thick accent I didn't think they were speaking English. Avoid this airline."
British Airways,4-Oct,Amr EL Tagoury,"05 December,",,"The worst flight even in business class the flight between Cairo airport & London Heathrow ( via verse) . The airplane is designed to fly internal Europe only for maximum 2 hours trip and not to be used for more than 5 hours trip . The business class seat was very small, not full flat bed , no screen or any type of entertainment provided for 5 hours trip . I traveled through BA to USA yearly in business class during the last 14 years , but on the last 3 years they started using this small airplane for this medium distance trip which not comfortable at all and doesnâ€™t met the value of money which paid in this business class trip"
British Airways,7-Oct,ar,"25 March,",,"I flew BA First from LHR to MIA. It was an airbus A380. Row 1 means you are secluded because of the stairs and you are the last person the crew notice as the galley is behind row 4.

On my outbound flight I had a wonderful time watching movies but felt ignored by the crew. There are only 14 seats in first class!

On my return flight, I felt I got a great deal of attention. However, the flat bed was uncomfortable and the cabin was cold. This is not the crews fault but they need warm blankets. It's a function of the system.

Now we get to the food. They ran out of my food option on my outbound flight. I am travelling first. How does that happen?

Apparently it is to do with the tasting menu and  how many people choose it.

On my return flight I was offered dinner and got some beef which was, for me, over cooked.

I wish airlines would be honest and say that your taste buds will change in the controllef air at 30k feet.

Having had a full English Breakfast where the bacon has been made to look like it was fried but wasn't was so irritating.

I will never fly First again because there just wasn't the added value."
British Airways,2-Oct,,"03 January,",,"If your B.A. flight is delayed, and more importantly youâ€™ll miss your connection due to the delay, donâ€™t expect much help from B.A. staff at Glasgow Airport. If this happens to you, make sure the B.A. Customer Relations staff (who arenâ€™t actually B.A staff!) given the reason for delay, when they would be able to get you on the next connection to get you to your final destination, and if they were unable to get a suitable flight with another airline in writing. Youâ€™ll need this if you ultimately need to claim on your travel insurance. Make sure to do this before leaving the airport. The B.A. website is not easy to navigate to find the correct link for any claim. Their Customer Relations number (0344 493 0787) is also likely to cut out on you and even while talking to someone in Customer Relations (that happened to me on more than one occasion). When you do eventually get to speak to a rep, donâ€™t necessarily believe what they say. If they say your refund claim has been put through there and then, donâ€™t believe them. If you find your refund hasnâ€™t entered your bank account 6 days later, donâ€™t believe the next rep who says itâ€™ll be in your account within 24hrs. The next rep I spoke to, 10 days after making the claim, stated they should have said the money wouldnâ€™t be refunded until at least 10 days later! Shoddy service. If the rep you speak to about refunds informs you that you have to take another phone option in order to claim for anything other than flights, be wary. I was told that due to the time I was on, that this other department wouldnâ€™t open until 09.00hrs the following dayâ€¦wrong! They didnâ€™t open until 13.00-17.00hrs. Also, the rep made no comment (having been made aware of the circumstances) that my claim for loss of hotel and trips costs would not be refunded. Between the number of phone calls I have made, the time spent on the phone and internet, Iâ€™ve effectively cost myself a fair amount of the money Iâ€™m wanting to get refunded! Always remember that legally, you may be entitled (I believe) to up to Â£300 each for any delay over 3hrs (per â€œEC Regulation 261/2004â€). Not that B.A. will tell you. If your claim is rejected, you can ask the Civil Aviation Authority (or the European Consumer Centre in certain non-UK departures) whether it believes you are entitled to compensation. Worth a try. Considering what I asked for is substantially less than that, they still arenâ€™t helpful. Despite having used B.A. before, and have other flights already arranged, B.A. have gone down in my estimation (I now see why Iâ€™ve heard so many negative comments about B.A. over the last couple of years). Unless there is no other option, I would seriously consider using another airline. It couldnâ€™t be any worse."
British Airways,7-Oct,ar,"01 June,",,"Only fly BA 40% of my business trips now (do 70 flights a year) as the lack of free food and drink has changed my experience of BA. If they are going to penny pinch, then so am I!  I now use EasyJet and Wizzair from Luton which are much cheaper and he experience is the same. Actually you could say the experience is better as although the Terminal at Luton is a dump at the moment, the planes take off much quicker as it is not as congested as Heathrow. Get rid of Alex Cruz he is ruining a great British brand ! So sad....."
British Airways,10-Oct,,"25 August,",,"My mother and I really enjoyed flying from Heathrow to Frankfurt and back with British Airways earlier this month! We found the staff very polite and attentive to our needs and they even moved us to better seats as there were some better seats vacant. The price was excellent (though we did admittedly book 6 months in advance), however we would have appreciated a free drink and snack on board, which I believe BA used to offer until recently (now everything has to be bought unless you are travelling in Business Class)."
British Airways,10-Oct,ar,"18 June,",,"My husband and I travelled from Singapore to London in first class.  The aircraft was clean and crew were very friendly and efficient, nothing seemed too much trouble.  Food & beverage was excellent, flat bed & bedding very comfortable.    One minor issue the coffee machine had broken.  Still had a reasonable cup of coffee.  "
British Airways,4-Oct,ar,"04 February,",,"First flight with new and improved value menu from Marks and Spencers (BAs words not mine) and it was surprisingly empty. Not sure if it is a trend. The newish Airbus 320 configuration includes extra row in the first 11 rows which means to compensate for less legroom, the seat rake has been reduced to uncomfortable. I didn't buy any of their expensive sandwiches or drinks. I bought a bottle of water on board with me. Flying less with BA these days as they have reduced to being an expensive low cost airline. I prefer Easyjet now."
British Airways,7-Oct,ar,"22 January,",,"Flew DC-Heathrow on a brand new A380. Checked in online and reserved seats on the upper deck but prior to boarding they put us on lower deck explaining the ones we wanted were broken. Food was decent but for long haul Economy it could have been better. Flight back, Hethrow-DC was a nightmare. Old 777 with filthy seats and floors. Tickets were the cheapest among all airlines but now I know why. "
British Airways,6-Oct,ar,"26 May,",,This is the flight I am never going to prefer to take again  or prefer my friends or family to take it. They don't provide wheel chair service properly in London. My parents suffered a lot. Also my kids when they did go to vacation we had a very bad experience as the flight was cancelled and the customer service for rescheduling and seating was very poor. They were not even showing their apologies for the cancellation and no courtesy given for that. I really disappointed with this airlines.
British Airways,3-Oct,ar,"14 July,",,Flight from LGW to MUR
British Airways,3-Oct,Colin Gee,"16 March,",,"DO NOT British Airways  - I had a business class flight scheduled on Dec 12 2022 â€¦ Manchester &gt; Copenhagen -Bangkok and return flight Dec 27 2022 â€¦ they lost my suitcase and it took 5 weeks for them to find it ... not one response from their lost baggage dept ... absolutely appalling service that ruined my holiday and now they ignore me....
My baggage never arrived despite me completing lost baggage forms at Thai Air Bangkok .. BA (LHR) and SAS (Copenhagen. I arrived back home 28.12.2022 .."
British Airways,10-Oct,ar,"24 August,",,"My husband & I recently flew round trip Phoenix/London in business class.  We have never raved about an airline as we do British Airways.  The staff service and attention to detail was the best we have ever experienced with an airline!  We, especially, want to thank the staff on BA 0288 on 7/21/16 and BA 0289 on 8/8/16 (Ruth, you ROCK!).  The comfort, spatial seating and entertainment was excellent.  We would fly British Airways again in a heart beat!"
British Airways,6-Oct,ar,"06 January,",,"I flew Amsterdam - Tokyo with a connection in London. My flight from Amsterdam was delayed, causing me to hurry in London to my connecting flight. I requested a special meal, but it was not available on my flight to Tokyo. The meal I had on the way back was burned and dry, not eatable. Everything else was average. Seats are decent, in-flight entertainment is some-what decent and the crew was not friendly but also not rude. I will fly with British Airways again because they're the cheapest, but if you can spent a couple more bucks use a different airline."
British Airways,7-Oct,ar,"25 June,",,"Flew Sydney to Rome via LHR and return; B777 to and from Australia A321 LHR to and from Rome. Service was reasonably good, that promises of a newspaper on one flight and paracetamol did not eventuate. Range of food and drinks somewhat restricted. Food to London was very disappointing, but food on the return leg was tasty and satisfying. BUT, business seating is terrible: feels like a coffin in your cubicle - very narrow and nowhere to put anything. BA puts eight seat across, while others put only six, even on larger planes such as the A380. Sorry BA, I used to enjoy business on the 747s, but the B77 experience has put me off completely: the standard is not even as good as other airlines' premium economy offerings."
British Airways,3-Oct,ar,"06 January,",,"I have spent the past 9 years travelling between the UK and Thailand, with various airlines. Where BA is concerned, neither the food, hospitality or entertainment can compare with that of  Etihad, Emirates or Qatar, none of which I experienced delays with. The only airline I did endure a delay with was BA. The delay meant that I missed my pre-booked trains and incurred costs of almost 90 pounds. I tried to claim my expenses but BA arrogantly denied responsibility. They also informed me that they were not a member of the ombudsman scheme set up to ensure consumers get a fair deal. This itself suggests that they put profit above customer satisfaction.
Where there is a choice I would strongly recommend flying with one of the other airlines and only using BA as a last resort"
British Airways,7-Oct,Phil Rome,"26 June,",,Terrible.  Flew first class.  They canceled my initial flight and had to rebook but their computer system was down for a day and a half.  Their website is not easy to navigate.  Difficult to reach a customer service person on the phone while traveling.    The in-flight meal was superb and the cabin crew superb.  They lost my bag on my flight home from London and never sent me an email to advise the status for 6 days.
British Airways,5-Oct,ar,"26 April,",,"For those who want the nutshell, we were booked on a British Airways flight from San Francisco to New Delhi with a connection in London Heathrow.  Our flight to London was late so we missed our connection.  We were rebooked with a 90 minute connection through Munich.  This flight was also late.  We were then rebooked with a 60 minute connection through Paris and this flight also took off late.  With each rebooking, I asked for a longer connection and the agent argued and guaranteed there would be no delays.  We refused another connection in Paris and were put on the direct flight the next day.  My husband's suitcase was sent from London to Delhi on a BA flight.  We found this out from the Air France agent when we were in Paris.  When we arrived in Delhi, we spent 5 hours arguing with the BA desk before they released our suitcase.  Someone from another airline informed us that there was a fee to get the suitcase out of storage and the airlines did not want to pay.  The fee was approximately 6 US dollars.  When we found out the real situation we said we would pay the fee.
We will never fly British Airways again and hope you do not either.  For those who want the details, see below:
COMPLETE INCOMPETENCE WILL NEVER FLY AGAIN
My review is very overdue.  I booked a trip from San Francisco to New Delhi in Dec 2012.  The connection was in London Heathrow.  First we missed our connection in Heathrow because our flight from SFO was late.  They put us on a new flight connecting through Munich that had a 90 minute connection.  I asked for a longer connection, but the airline insisted I would be fine.  The flight to Munich was late.  We missed our connection again.  The airline did retrieve my suitcase & put us in a hotel.  They also rebooked us on another BA flight the next morning to Paris, then on an Air France flight to New Delhi.  This time the connection was 60 minutes.  The airline promised there will be no delay.  They said the flight is the first flight in the morning and there will NOT be a delay.  They took us to an outdoor location to catch the shuttle for the hotel.  Well it was snowing in Germany.  We stood there for 30 minutes then realized we were in the wrong location.  Locals were kind enough to direct us to the proper shuttle stop.  We had 2 hours of sleep.  The next morning we boarded the plane.  However, the plane sat on the ground for 60 minutes.  They underestimated how much time was needed to board the luggage.  Then after loading the plane they had to de-ice the plane.  We knew we missed our connection.When we arrived in Paris the Air France informed us my husband's suitcase had been sent to New Delhi from London on a British Airways flight and would be in New Delhi when we arrived.
We refused another connection in Paris and stayed in a hotel that night.  The next day we arrived in New Delhi.  The BA luggage desk said the suitcase is in the warehouse and it will be an hour before someone can bring it out.  We waited the hour.  Someone new was at the desk.  They told us to talk to Air France since we arrived on Air France.  Air France said they cannot help us because the suitcase arrived on a BA flight.  To make matters worse.  Air France and BA were standing at the same table & refusing to talk to each other.  My husband and I were screaming at the fact that they had our luggage but would not relinquish it.  Those around us swore they would never fly BA again.  Finally, a gentleman from a 3rd airline explained that the suitcase was in a government warehouse and you had to pay a fee to get it out.  He said neither airline wanted to pay.  The price was 6 US dollars.  BA said it's not about the money and paid the fee.  Also, the warehouse was located behind the desk & someone was in the room when we initially arrived. Everyone I have told this story too will never fly BA again.  I hope those reading this will also never fly this airline. I am not someone who cuts off an entire business for one bad experience, but I will NEVER fly BA again!"
British Airways,6-Oct,ar,"21 July,",,"The baggage check in took for ever it was (I am certain)45-50min of standing in the queue. The flight looked good and well maintained 777. In flight entertainment was good and updated to latest movies,documentaries,talk shows 5* for that . The seating space was just about good enough. Be careful of the head set it can come in the way and snap. The air conditioner was not up to the mark it was warm in the cabin. The flight attended's will give you a big smile BUT be careful. The in flight food was so hot that it turned black when in contact with oxygen.In short it was burnt, one can see the burnt food particles once the burnt food is moved looks like a lovely trick .The answer of the flight crew to some one asking for second helping of 150ml coke can is that we need to keep stock for the return flight can't keep serving everyone twice.This was the first time in 12+yr of international travel to hear this excuse.The worst but with a smile.... flight was on time."
British Airways,4-Oct,,"02 April,",,"Who is telling the truth? This is an update to my recent review of BA â€˜Not fit for purposeâ€™. In it I described the incident where a cabin crew member spilled wine in my lap. On return home I made a modest claim for the both my Chinos and Shirt, which were ruined. Response from BAâ€”â€”â€” â€œNot accepted because no cabin crew member entered the incident in the flight log!!!!!â€ So, I am a liar, eh? This nastiness after buying a flight ticket for almost Â£1700. Would us Britishers not believe that our national carrier would act honourably? Totally disgraceful."
British Airways,9-Oct,ar,"09 September,",,"My experience with British Airways a few years back was very poor. However, they seem to have improved extremely well both with the interior comfort with the airline but also with passenger service. Recently flew from the UK to and from Europe on three occasions in Business Class and have absolutely no complaints at all. "
British Airways,8-Oct,,"14 February,",,"We flew BA business from Helsinki to London on an A320, one of the longer European flights and so perhaps one of the few where the upgrade may be justifiable.  The meal was very pleasant, and a step up from nothing in Economy!  As with many European airlines, the seats themselves are no different, rather you get the extra legroom and they just don't fill the middle seat in the 3-3 layout.  So the extra comfort level is only marginal"
British Airways,5-Oct,ar,"16 March,",,"I used BA for fifty flights in Europe last year and enjoyed my free snacks and drinks. Now, there is nothing free, just cabin crew blocking the aisle when you need to go to the loo as they are too busy taking money.  I have found Wizz Air from Luton to do a lot of my flights to Europe now. Just as good but cheaper.  BA- you have killed off your brand reputation in less than 6 months. You were a National carrier for the people of the UK. Isn't a 20% operating margin good enough for you. So sad...."
British Airways,8-Oct,ar,"02 September,",,This is the first time travelling with british airways with my husbans and 3 kids. my only bad experience was the meals. My kids didnt like the food. They didnt eat anything. Even me and my husband hardly ate anything its better if u make maybe fish and potatoes and a box of snacks for kids or maybe rice and salmon. Just some small advice.. it doesnt cost that much. Other than that everything is amazing i highly recommend it. When i took BMI last year the food was amazing. Im looking forward to my summer holiday with british airways so they can make better food. the only mistake i made is i got my tickets from the expedia website but on my next summer holiday im gonna get it from british airways 
British Airways,5-Oct,ar,"08 July,",,"I recently flew British airways from Hong Kong to London BA 0026 on 25 th June 2013.  When booking my ticket I was offered to upgrade to world traveller plus from world traveller for this flight, which I accepted and paid for.
After boarding the flight and eating my meal I tried to recline the seat back to sleep, as it was a night flight.  However the seat did not recline at all.  Two males crew members tried to move the seat back as well but it was broken.  I asked to be moved back to economy to a seat that reclined, however, the flight was full and they were unable to do that.
British Airways have refused to refund to me the cost of the upgrade despite the fact that the seat was faulty."
British Airways,6-Oct,Andre Redelinghuys,"08 October,",,"The business class seating layout is just not functional or comfortable. Other passengers have to climb over your legs once your seat is in Lay flat position, often waking you up or bumping you. Meal services is done over you for passengers next to you which is also irritating, especially if you want to have the dividing screen up. My  main meal was served warm instead of hot which was very disappointing."
British Airways,9-Oct,ar,"20 January,",,"Very good company, yesterday when I was coming back from Bangkok to London I missed my flight, because I feel asleep on the airport during my healthy conditions (sleepless night before and food poison). They made me big favour and booked next available flight (next day) free of charge. Never happen to me with other different airways. I also would like to mention that Im not British. Big thank you to British Airways."
British Airways,10-Oct,ar,"30 November,",,"My husband and I flew from London to Johannesburg on the 18th November and had the most wonderful service from the crew! I was 31 weeks pregnant and Elaine who was in charge or the cabin bent over backwards to accommodate us with a special request. Thank you Elaine for everything, you really were outstanding! I look forward to traveling with BA again in the near future!"
British Airways,4-Oct,ar,"11 March,",,"Would not recommend. Awful food and beverage service - only served water with main meal on 9 hour flight. No beer available at all by time I asked perhaps 2 hours into flight and they ran out of wine after I had one glass after finally having a drink after the meal.

Seats were dirty and had food stains

Tv screen was broken and literally hanging off the back of seat so managed to get moved by the only nice member of staff I came across.

Would avoid BA if flying to USA (London Heathrow to vegas)"
British Airways,7-Oct,ar,"29 July,",,"I just returned from a European trip.  The flight was from London to Philadelphia.  Great staff and nice meals; however, the airplane seats were very small and crampy.  To spend 7.5 hours with someone almost laying in your lap is a bit much.  I've flown other airlines and this was a first for me.  I would not recommend nor consider this airline for international flights. "
British Airways,6-Oct,ar,"30 March,",,"I flew British Airways from Denver to London, then Mumbai to London to Denver.  Seats are cramped and uncomfortable - while the spacing would be ok for a domestic flight under 3 hours, it was miserable.  Crew was friendly and professional, food was good."
British Airways,2-Oct,ar,"01 June,",,"After arriving at London Heathrow from Phnom Penh via Doha (taking 22 hours at 11.30am) for a connecting flight BA1332 to Newcastle on 02 May 2014. British Airways refused to board us due to some computer ticketing glitch, insisting we had to contact our travel agent in Phnom Penh (by which time it was after 10,00 pm there) refusing to accept our printed itinerary booking or the copy of the payment and Visa vouchers showing we had fully paid for the booking with them.  BA also insisted that they would not have our baggage, despite being checked through to NCL as denoted by the baggage labels, making us return to T5 for a fruitless effort back to Qatar Airways, when all the time it was on their stack at T5.  The QA office, however gave us a print out to say  that in fact we were booked on a later BA flight to NCL, but once again, BA ground staff.....eventually.... refused to board us. Some unnamed person, at the end of a telephone, simply informed the BA counter staff ""there is nothing we can do!"".  We left LHR by bus 6 hours after first landing there, and arrived in Newcastle 25 hours late after two bus journeys and an overnight stay.

BA has replied twice to us so far, but has still not explained what went wrong, who was to blame, or how any traveller can make sure it does not happen again.  As I am from the UK, with access to my bank account, and a UK sim card for the phone, at least I knew how to get to my destination - how would BA and LHR deal with a foreign visitor?  No-one offered any help whatsoever.  The first reply from the Civil Aviation Authority suggests that what happened to us does not fit in with the ""refused boarding"" regulations!"
British Airways,2-Oct,Matt Hoch,"20 January,",,"Mean people, middle seats for long haul business, tiny seats, poor wines, poor food.  Why would anyone fly them?  They are like what American airlines were like 30 years ago.  AVOID at all costs!  I fly to Africa via IAD to avoid."
British Airways,4-Oct,Pamie Cheah,"12 June,",,"A national disgrace.

2 confirmed business class flights were cancelled, 1 without notice upon arrival at the airport, the other with zero notice until I tried to check in online 24 hrs prior.

Very unreliable, with average service on board and very average lounge.

They also decided to bump my business ticket to economy upon rebooking me for a next flight.

The last thing you want on a long European trip is an unreliable airline with zero empathy. Fly with someone else, BA should be your very last choice."
British Airways,4-Oct,ar,"16 October,",,"It's always horrible to have to fly economy class and British Airways is not different. That is the sad standard.
But what is totally inacceptable is the fact that BA sold me a flight connection that they already knew even before I started my trip I couldn't make the connecting flight.
I had to reach a connecting flight at LHR and even though the plane landed on time I was already denied to board my next flight before even having gone through security check. There never was going to be enough time to catch the connecting flight and thus we were rebooked to a later one. Even though this caused a delay of ""only"" two hours (I don't know about you, but time is very precious to me and is should be to the airlines as well, by force if necessary) it is completely inacceptable. Because if I would have known this while booking my flights perhaps I would have decided to go for a different one with a different airline in the first place."
British Airways,5-Oct,ar,"29 May,",,"Have flown Club Europe many times, but have seen a decline in standards over the last year or two. The food now offered was terrible on a flight from Palma to Heathrow. An unedible greasy mess called a hot chicken sandwich. The new service of one crew member taking orders for food and drink, and returning to the galley after each order is slow, why ditch the trolley? Now wine is served from a bottle, but trying to get a second glass, is one long wait. The whole experience was depressingly poor. Cheap food, slow service, less room, really has got a lot worse. No longer a premium service."
British Airways,6-Oct,ar,"17 April,",,"Flew with BA to and from Moscow over Easter 2017. The plane was old, seats cover reminded of unclean grey carpet. On the way to Moscow had seat next to emergency exit so had some leg space though the screen for entertainment as well as table were getting stuck so had to choose between watching film and having food resulting with the food provided placed on my lap and cup of coffee on the floor. The food itself was miserable - stone-cold cheese and onion sandwich without alternatives whereas the crew had hot lunches with meat as I noticed while queuing for toilet (and there were only two for a fully booked economy class).
On the way back to London had a seat in the middle of the salon with so little leg space that I literally could not even cross my legs as my knees were stuck into the seat in front. Seats were not reclining either. The food was even worse than on the inbound flight - stone-cold cheese and onion sandwich was replaced with stone-cold cheese and onion small ban and hot drinks were only served once over 4 four hours flight. Do not fly BA. It employs tactics of EasyJet albeit the latter is superior in comfort and customer service. "
British Airways,6-Oct,ar,"03 August,",,I feel the standard of BA is slipping. Staff appear to know less and are less willing to do what they consider the bare minimum in their remit. For family travel I have had superior experience on other airlines especially considering the extra paid for business class flights.
British Airways,6-Oct,Sue Main,"23 June,",,Oh BA wtf you have turned yourself into a Ryan air without the cheap prices! I have flown for 18 years to Aberdeen from LHR...you now charge for seat allocation...fine except before you brought this in i was always pre allocated a window or aisle seat...since you brought this in i now am always pre allocated a middle seat! Really! I suspect you pre allocate everyone now into middle seats even when theres not enough to make us pay our Â£6 to move....pathetic...national carrier you are a national disgrace the only reason i fly with you is because i want to fly from Heathrow....not Luton or Stanstead....god how i wish easyjet flew to Aberdeen from Heathrow....would i ever use BA for my regular lnghaul to Australia oh god no no no way .....crappy crappy nasty without the crappy nasty cheap prices as a national carrier you are an embarassment!
British Airways,4-Oct,,"12 February,",,"I fly with the Oneworlders to London at least 3-4 times a month. BA used to be worth it, not anymore. You dont pay ur people well, you get untrained and/or unhappy staff and u feel it. And more than once in Heathrow on the train to B or C I had to ask crew that I really dont want to hear why they will be miserable later... talk bad about BA in LHR in Uniform surrounded by passengers... wow overall: badly trained, bad mood, arrogant .. no thanks... did I say I was saphire?"
British Airways,8-Oct,ar,"22 March,",,"Comfortable flight from LHR to SFO. Cabin crew were attentive and friendly, and happy to fetch additonal refreshments during the flight. Food was fairly good, although it was all unhealthy carbs and sugar, no fresh fruit or vegetables whatsoever. Plenty of entertainment options for all tastes. Overall, I was pleased with my experience."
British Airways,6-Oct,ar,"21 June,",,"We flew World Traveller Plus a few years ago, Melbourne to London. What we got for the extra cost was negligible, maybe a bit more leg room. The special lumbar cushions did not work and we were right in front of the toilets, so could not recline very well and had to put up with constant flushing noises.  The staff were cold and unhelpful. On the return leg that had a layover in Bangkok, they came thru the cabin without warning and sprayed everyone with some kind of disinfectant, that sent us into coughing fits. "
British Airways,5-Oct,ar,"07 October,",,"First class LHR to Kuala Lumpur on the much vaunted 787. Service way below expectations.  I could not avail of the massage in their  lounge in Terminal 5. Tried to reserve this 3 weeks in advance but this was "" fully booked"". I was advised to get a walk in slot on the day but the only slot they had was too close to departure time. I only got  15 minutes on a massage chair . Check-in in their dedicated lounge was crowded and boarding chaotic and no sense of feeling like it was first class. Inflight cabin was ok but there was no sense of luxury. Cabin crew ok but not overly friendly and very very slow to anticipate passengers' needs. This despite having 3 cabin crew looking after only 8 first class passengers. Only one toilet  and no different from toilets in a low cost carrier. Entertainment on board was diabolical. No Wifi.  Food very average. On arrival the stewardess could not be bothered to help when I asked about Fast track.  Return trip also very average. The best service was in the first class lounge in KLIA and that was a Malaysia Airlines lounge not BA. Service inferior compared to first class with Air France."
British Airways,5-Oct,ar,"11 July,",,"I fly the 777-300ER four times a year, commuting back and from LHR to Rio. The airplanes seats are hard, uncomfortable ( for being a business class seat ).
The meal tastes horrid, and the salad was completely dried out and rotten.
Only good thing was that the beverages were free.
The inflight entertainment is ok ( a big upgrade from the old 777-200ER ).

The staff was mad, and they had places us all around in the plane...

The airplane became VERY hot during flight, I did not bother to ask the cabin crew to ask the pilots to turn the temperature down, because the cabin crew would respon saying it's illegal to talk with the pilots...

And of course not to mention, not a single european flight that won't be delayed!"
British Airways,10-Oct,ar,"25 February,",,British airways provided us with excellent service. The cabin crew and pilots were friendly and we had no problems.
British Airways,10-Oct,ar,"08 March,",,"British airways is very good, clean aircraft, seats comfy and friendly crew, not to mention the amazing entertainment screens."
British Airways,9-Oct,ar,"05 January,",,"I have flown BA many time, my most recent experience being London to Los Angeles.  We were made to feel very welcome, the seats a very comfortable, and the IFE was excellent with a good choice.  Food was comparable to other experiences and better than others we have flown on.  I would recommend BA to family & friends without hesitation.    "
British Airways,8-Oct,Rudi Brunnenmiller,"19 March,",,"We took a flight from Milano via London to Bangkok. The staff in Milano, ok. The lounge serves a nice breakfast in the morning. The flight to London uneventful. The lounges in London are good but too full. It is a problem to find a seat sometimes. We were on an 20 year old B777s from London to Bangkok round trip. The crew was superb on both legs. The legroom is ok and the service is good. The entertainment program is old fashion. The screens are old and the choice is very limited. But when compared to economy on other european carriers it was over average."
British Airways,6-Oct,ar,"03 November,",,"In May 2016 I booked a World Travellers Plus ticket from London to Johannesburg and return for my wife.
This was changed a few days later to return from Cape Town rather than Johannesburg and I was advised there would be an additional charge and I agreed that this charge should be taken from the Debit card, which I had paid the initial ticket for.
We checked the BA website and all the details were adjusted and marked as confirmed.
At the end of August 2016 I received an email asking me to contact BA, which I did.
I was asked if I had adjusted the return ticket from Johannesburg to Cape Town that I confirmed I did and I asked if there were any problem with the ticket as my wife was travelling on her own and the customer services agent confirmed everything was in order and I was not asked for an additional payment for the flight change.
I could not understand the purpose and raised the issue when I had another email from BA asking for experience with the BA Contact Centre.
I never received a reply.
On 22 September I booked the outgoing flight with out any difficulty and my wife checked in at Heathrow without being asked for any additional pay"
British Airways,7-Oct,ar,"24 October,",,"   We took a Miami to London flight (209) two weeks ago, in Business class, on the way to Amsterdam. If you are tall, the seats are terrible. Check ""seat guru"". The pitch is 72 inches (6' 0"") and the width is 20"". So if you are 6' tall and you push your head against the top end, you will be able to lie flat. If you try to lie on your side with a seat width of 20 inches, you need to be a contortionist. Even if you are not tall, try lying sideways in these seats!
   Compare this to Iberia flights from Miami to Madrid (you can connect to Amsterdam from there also). The typical configuration is pitch 78"" and width 26"". Guess which one I am flying next time."
British Airways,2-Oct,Janet Benjian,"19 June,",,The most horrible airline ever.  Service and hospitality is very poor.  Flights get canceled all the time.  Our flight got canceled in Rome and they left the Passengers by themselves since British Airline does not exist in Rome. We had a nightmare on the way of home. Never ever book with this Airline since you will regret it.
British Airways,0 / 10,Sharon Siegel,"31 August,",,"BA has gone to the dogs. It used to be an airline of choice. Not now. In the last 12 weeks, 4 international return flights 3 have been disrupted, 3 cancelled or missed connections as a result of delays. The last of which involved 2 cancelled flights, resulting in a night in Gatwick on the way AND the way back. On the return cancellation after sitting on the tarmac for 3hrs, BA refused to facilitate hotel rooms and told the plane load of passengers that everyone was on their own, both in rebooking alternatives, and in finding accommodation. I have never been treated so badly, this at a time when the delay cost me the ability to see my mother before she died. Avoid at all costs if possible."
British Airways,3-Oct,ar,"24 July,",,"the last time i flew with ba will be my last time with them, i flew from bangkok to london several years ago in a 747 which appeared to be either new or recently fitted with new seats with video screens in the back,at the time i had only heard about such things and was looking forward to the flight until i shoehorned myself into the seat and realised i was in for an uncomfortable, to say the least,12 hours the legroom was like an average minibus and the seat reclined about as far as a transit van drivers seat,i managed to sleep for about 30 minutes max even though the flight left at 12.35 am and was tired as hell.the staff were useless and spent most of the time asleep. i could go on forever but their's not enough space...i now fly with any far eastern or middle eastern airline and the difference in service and comfort is immense,even on a lesser known carrier like oman they can't do enough for you and feature on board wi fi and mobile phone connection..  finally got that off my chest."
