,Text,Author,text_length,word_count,avg_word_length,type_to_token_ratio,punctuations_count,avg_sentence_length,POS_Nouns,POS_Verbs,flesch_reading_score,gunning_fog_index,unique_word_count,stopwords_number,cleaned_text,cleaned_tokens
12,"It is useful to examine the means of the subgroups on each of the canonical discriminant functions. The space defined by the canonical discriminant functions is the space that maximally separates the group centroids (multivariate mean vectors). In this case, you see that the first canonical discriminant function seems to be mostly separating the Binge and the Steady gamblers, and the second canonical discriminant function appears to be separating the Control group from the Steady gamblers. If your data set is very large, it is often useful to plot the group centroids in the space defined by the canonical discriminant functions to get an idea of how well the group centroids are separated. In this case, the data set is sufficiently small that you can plot the individual observations in the space defined by the discriminant functions. ?	Although it is not shown here, you could use ODS to save the centroids from the Class Means on Canonical Variables table and plot them using the GPLOT procedure. An example program, CDA plot with centroids.sas, is included with the course data.",AM,1090,179,6.089385474860335,0.5959595959595959,18,22.5,0.23595505617977527,0.11797752808988764,57.2,12.09,59,81,useful examine mean subgroup canonical discriminant function space defined canonical discriminant function space maximally separate group centroid multivariate mean vector case see first canonical discriminant function seems mostly separating binge steady gambler second canonical discriminant function appears separating control group steady gambler data set large often useful plot group centroid space defined canonical discriminant function get idea well group centroid separated case data set sufficiently small plot individual observation space defined discriminant function although shown could use od save centroid class mean canonical variable table plot using gplot procedure example program cda plot included course data,"['useful', 'examine', 'mean', 'subgroup', 'canonical', 'discriminant', 'function', 'space', 'defined', 'canonical', 'discriminant', 'function', 'space', 'maximally', 'separate', 'group', 'centroid', 'multivariate', 'mean', 'vector', 'case', 'see', 'first', 'canonical', 'discriminant', 'function', 'seems', 'mostly', 'separating', 'binge', 'steady', 'gambler', 'second', 'canonical', 'discriminant', 'function', 'appears', 'separating', 'control', 'group', 'steady', 'gambler', 'data_set', 'large', 'often', 'useful', 'plot', 'group', 'centroid', 'space', 'defined', 'canonical', 'discriminant', 'function', 'get', 'idea', 'well', 'group', 'centroid', 'separated', 'case', 'data_set', 'sufficiently', 'small', 'plot', 'individual', 'observation', 'space', 'defined', 'discriminant', 'function', 'although', 'shown', 'could', 'use', 'od', 'save', 'centroid', 'class', 'mean', 'canonical', 'variable', 'table', 'plot', 'using', 'gplot', 'procedure', 'example', 'program', 'cda', 'plot', 'included', 'course', 'data']"
13,"To understand exactly how canonical discriminant analysis is performed, consider the model for one-way MANOVA. The goal for MANOVA is to test for equality of the mean vector across class levels. In canonical discriminant analyses, you find linear combinations of the quantitative variables that provide maximal separation between the groups. This is done by deriving canonical variates.",AM,386,57,6.771929824561403,0.8648648648648649,7,14.25,0.25862068965517243,0.13793103448275862,40.04,13.44,32,22,understand exactly canonical discriminant analysis performed consider model one way manova goal manova test equality mean vector across class level canonical discriminant analysis find linear combination quantitative variable provide maximal separation group done deriving canonical variate,"['understand', 'exactly', 'canonical', 'discriminant_analysis', 'performed', 'consider', 'model', 'one_way', 'manova', 'goal', 'manova', 'test', 'equality', 'mean', 'vector', 'across', 'class_level', 'canonical', 'discriminant_analysis', 'find', 'linear', 'combination', 'quantitative', 'variable', 'provide', 'maximal', 'separation', 'group', 'done', 'deriving', 'canonical', 'variate']"
16,"Sometimes you have a significant multivariate effect and no significant univariate effects. Sometime just the opposite occurs?nonsignificant multivariate effects and significant univariate effects. There are several reasons that this may occur, among them type-I error, type-II error, multivariate outliers, and collinearity among the responses. You can use univariate ANOVA to try to interpret your MV effects. By default, the univariate ANOVA for each response is shown. You can suppress the default univariate ANOVA output with the NOUNI option in the MODEL statement. You can obtain an abbreviated summary of the univariate ANOVAs by including the SUMMARY option in MANOVA statement. Later, you will learn to use discriminant analysis, which allows you a multivariate method for interpreting group differences that is often preferable to univariate ANOVA.",AM,859,125,6.872,0.6410256410256411,18,14.0,0.24603174603174602,0.12698412698412698,40.45,10.36,50,50,sometimes significant multivariate effect significant univariate effect sometime opposite occurs nonsignificant multivariate effect significant univariate effect several reason may occur among type error type ii error multivariate outlier collinearity among response use univariate anova try interpret mv effect default univariate anova response shown suppress default univariate anova output nouni option model statement obtain abbreviated summary univariate anova including summary option manova statement later learn use discriminant analysis allows multivariate method interpreting group difference often preferable univariate anova,"['sometimes', 'significant', 'multivariate', 'effect', 'significant', 'univariate', 'effect', 'sometime', 'opposite', 'occurs', 'nonsignificant', 'multivariate', 'effect', 'significant', 'univariate', 'effect', 'several', 'reason', 'may', 'occur', 'among', 'type', 'error', 'type', 'ii', 'error', 'multivariate', 'outlier', 'collinearity', 'among', 'response', 'use', 'univariate', 'anova', 'try', 'interpret', 'mv', 'effect', 'default', 'univariate', 'anova', 'response', 'shown', 'suppress', 'default', 'univariate', 'anova', 'output', 'nouni', 'option', 'model', 'statement', 'obtain', 'abbreviated', 'summary', 'univariate', 'anova', 'including', 'summary', 'option', 'manova', 'statement', 'later', 'learn', 'use', 'discriminant_analysis', 'allows', 'multivariate', 'method', 'interpreting', 'group', 'difference', 'often', 'preferable', 'univariate', 'anova']"
17,"Create a table of the cell means in your model. The ordering of the variables is determined by the order of the variables in the CLASS statement. The first independent variable represents the rows. The second represents the columns. Specify the contrast hypothesis in terms of the cell means, as shown below:",AM,308,52,5.923076923076923,0.8214285714285714,6,10.4,0.3076923076923077,0.15384615384615385,69.38,8.78,23,24,create table cell mean model ordering variable determined order variable class statement first independent variable represents row second represents column specify contrast hypothesis term cell mean shown,"['create', 'table', 'cell', 'mean', 'model', 'ordering', 'variable', 'determined', 'order', 'variable', 'class', 'statement', 'first', 'independent', 'variable', 'represents', 'row', 'second', 'represents', 'column', 'specify', 'contrast', 'hypothesis', 'term', 'cell', 'mean', 'shown']"
18,"Sometimes values fall within the possible range on a variable but far from the other values in the data. Sometimes, as in the picture above, an observation may fall within the normal ranges on several variables, but the pattern of several variables reveals a multivariate outlier. Outliers can be problematic for a variety of reasons. Many analyses that assume normality are sensitive to outliers. Linear statistical models such as ANOVA and regression are sensitive to the effects of outliers.",AM,494,79,6.253164556962025,0.7333333333333333,8,15.8,0.2911392405063291,0.05063291139240506,46.98,10.88,33,34,sometimes value fall within possible range variable far value data sometimes picture observation may fall within normal range several variable pattern several variable reveals multivariate outlier outlier problematic variety reason many analysis assume normality sensitive outlier linear statistical model anova regression sensitive effect outlier,"['sometimes', 'value', 'fall', 'within', 'possible', 'range', 'variable', 'far', 'value', 'data', 'sometimes', 'picture', 'observation', 'may', 'fall', 'within', 'normal', 'range', 'several', 'variable', 'pattern', 'several', 'variable', 'reveals', 'multivariate', 'outlier', 'outlier', 'problematic', 'variety', 'reason', 'many', 'analysis', 'assume', 'normality', 'sensitive', 'outlier', 'linear', 'statistical', 'model', 'anova', 'regression', 'sensitive', 'effect', 'outlier']"
19,"You express the coefficients as integers by multiplying them by a constant. There are situations when you want to use the CONTRAST statement and the ESTIMATE statement together, such as when you are performing comparisons with more than one degree of freedom and you want the estimates from the tests. If you were only interested in the significance test from the contrast and not in the estimates, then you would use the CONTRAST statement only. The ESTIMATE statement for this contrast would be the same as the CONTRAST statement, except you would also include the DIVISOR= option to tell SAS to divide each estimate by 3 (so you can get the mean of the cell, instead of 3 ? the mean of the cell): In the following example, you will see both the CONTRAST and the ESTIMATE statements used. Using Contrasts for Custom Hypothesis Tests",AM,834,145,5.751724137931035,0.6212121212121212,14,24.0,0.2127659574468085,0.10638297872340426,55.58,12.93,41,76,express coefficient integer multiplying constant situation want use contrast statement estimate statement together performing comparison one degree freedom want estimate test interested significance test contrast estimate would use contrast statement estimate statement contrast would contrast statement except would also include divisor option tell sas divide estimate get mean cell instead mean cell following example see contrast estimate statement used using contrast custom hypothesis test,"['express', 'coefficient', 'integer', 'multiplying', 'constant', 'situation', 'want', 'use', 'contrast', 'statement', 'estimate', 'statement', 'together', 'performing', 'comparison', 'one', 'degree', 'freedom', 'want', 'estimate', 'test', 'interested', 'significance', 'test', 'contrast', 'estimate', 'would', 'use', 'contrast', 'statement', 'estimate', 'statement', 'contrast', 'would', 'contrast', 'statement', 'except', 'would', 'also', 'include', 'divisor', 'option', 'tell', 'sas', 'divide', 'estimate', 'get', 'mean', 'cell', 'instead', 'mean', 'cell', 'following', 'example', 'see', 'contrast', 'estimate', 'statement', 'used', 'using', 'contrast', 'custom', 'hypothesis', 'test']"
20,"Consider the example you just saw. Because the same data that are being classified are also used to create the discriminant functions, the analysis capitalizes on chance. You saw a predicted error rate of 4% in the population. However, that assumes that the population is exactly like the sample you observed and has exactly the priors that you specified. Both of these conditions are unlikely to be met, and the first one is certainly unreasonable. It is very important to empirically validate the results of a discriminant analysis on new data before using the results of a discriminant analysis to predict group membership. To do this, use the first data set as the calibration data set, and use the second data set as the validation data set. ?	If a new data set is not available, you can perform crossvalidation of the data by using a one-observation holdout method that computes the discriminant function for each data point from all the remaining data with that observation left out.",AM,990,167,5.92814371257485,0.6704545454545454,17,20.875,0.23952095808383234,0.16167664670658682,41.8,13.39,59,80,consider example saw data classified also used create discriminant function analysis capitalizes chance saw predicted error rate population however assumes population exactly like sample observed exactly prior specified condition unlikely met first one certainly unreasonable important empirically validate result discriminant analysis new data using result discriminant analysis predict group membership use first data set calibration data set use second data set validation data set new data set available perform crossvalidation data using one observation holdout method computes discriminant function data point remaining data observation left,"['consider', 'example', 'saw', 'data', 'classified', 'also', 'used', 'create', 'discriminant', 'function', 'analysis', 'capitalizes', 'chance', 'saw', 'predicted', 'error', 'rate', 'population', 'however', 'assumes', 'population', 'exactly', 'like', 'sample', 'observed', 'exactly', 'prior', 'specified', 'condition', 'unlikely', 'met', 'first', 'one', 'certainly', 'unreasonable', 'important', 'empirically', 'validate', 'result', 'discriminant_analysis', 'new', 'data', 'using', 'result', 'discriminant_analysis', 'predict', 'group', 'membership', 'use', 'first', 'data_set', 'calibration', 'data_set', 'use', 'second', 'data_set', 'validation', 'data_set', 'new', 'data_set', 'available', 'perform', 'crossvalidation', 'data', 'using', 'one_observation', 'holdout', 'method', 'computes', 'discriminant', 'function', 'data', 'point', 'remaining', 'data', 'observation', 'left']"
21,"When there are multiple dependent measures for a factorial design, multivariate analysis of variance (MANOVA) can be a very useful tool in determining whether groups differ on a set of measures. Sometimes you are interested in specific comparisons between pairs of groups, between one group and a combination of groups, or perhaps other comparisons. Contrasts in the GLM procedure enable you to test custom hypotheses about your population. After you learn to fit multivariate models using SAS, you learn to apply other multivariate methods using SAS such as factor analysis, structural equation models, and discriminant function analysis.",AM,639,97,6.587628865979381,0.7758620689655172,12,24.25,0.30927835051546393,0.12371134020618557,29.89,15.08,45,40,multiple dependent measure factorial design multivariate analysis variance manova useful tool determining whether group differ set measure sometimes interested specific comparison pair group one group combination group perhaps comparison contrast glm procedure enable test custom hypothesis population learn fit multivariate model using sas learn apply multivariate method using sas factor analysis structural equation model discriminant function analysis,"['multiple', 'dependent', 'measure', 'factorial', 'design', 'multivariate', 'analysis', 'variance', 'manova', 'useful', 'tool', 'determining', 'whether', 'group', 'differ', 'set', 'measure', 'sometimes', 'interested', 'specific', 'comparison', 'pair', 'group', 'one', 'group', 'combination', 'group', 'perhaps', 'comparison', 'contrast', 'glm', 'procedure', 'enable', 'test', 'custom', 'hypothesis', 'population', 'learn', 'fit', 'multivariate', 'model', 'using', 'sas', 'learn', 'apply', 'multivariate', 'method', 'using', 'sas', 'factor', 'analysis', 'structural', 'equation', 'model', 'discriminant', 'function', 'analysis']"
22,"In the DISCRIM procedure, the POOL= option controls whether linear or quadratic discriminant analysis is performed. Is you specify POOL=YES (the default), DISCRIM performs linear discriminant analysis. POOL=NO requests quadratic discriminant analysis. You can also request a chi-square test of homogeneity of covariance matrices with the option POOL=TEST. The test for homogeneity of covariance matrices uses a chi-square statistic that assumes that the data are multivariate normal. The null hypothesis of the test is that the within-group covariance matrices are equal to the pooled covariance matrix. If you specify POOL=TEST, the default alpha for the test is 0.05. You can change this using the SLPOOL= option. If you reject the null hypothesis for this test, PROC DISCRIM automatically performs quadratic discriminant analysis. If the null hypothesis is not rejected, PROC DISCRIM performs linear discriminant analysis.",AM,925,135,6.851851851851852,0.5,27,12.363636363636363,0.3381294964028777,0.1079136690647482,40.85,8.96,46,50,discrim procedure pool option control whether linear quadratic discriminant analysis performed specify pool yes default discrim performs linear discriminant analysis pool request quadratic discriminant analysis also request chi square test homogeneity covariance matrix option pool test test homogeneity covariance matrix us chi square statistic assumes data multivariate normal null hypothesis test within group covariance matrix equal pooled covariance matrix specify pool test default alpha test change using slpool option reject null hypothesis test proc discrim automatically performs quadratic discriminant analysis null hypothesis rejected proc discrim performs linear discriminant analysis,"['discrim', 'procedure', 'pool', 'option', 'control', 'whether', 'linear', 'quadratic', 'discriminant_analysis', 'performed', 'specify', 'pool', 'yes', 'default', 'discrim', 'performs', 'linear', 'discriminant_analysis', 'pool', 'request', 'quadratic', 'discriminant_analysis', 'also', 'request', 'chi_square', 'test', 'homogeneity', 'covariance', 'matrix', 'option', 'pool', 'test', 'test', 'homogeneity', 'covariance', 'matrix', 'us', 'chi_square', 'statistic', 'assumes', 'data', 'multivariate', 'normal', 'null', 'hypothesis', 'test', 'within_group', 'covariance', 'matrix', 'equal', 'pooled', 'covariance', 'matrix', 'specify', 'pool', 'test', 'default', 'alpha', 'test', 'change', 'using', 'slpool', 'option', 'reject', 'null', 'hypothesis', 'test', 'proc', 'discrim', 'automatically', 'performs', 'quadratic', 'discriminant_analysis', 'null', 'hypothesis', 'rejected', 'proc', 'discrim', 'performs', 'linear', 'discriminant_analysis']"
23,"Related to the problem of restricted range is the problem of zero or near-zero group sizes. Many kinds of statistical estimates are unstable at small samples. Furthermore, dramatically unequal group sizes pose a problem for models such as MANOVA, which assume equal variances and covariances across groups.",AM,306,47,6.51063829787234,0.8181818181818182,6,15.666666666666666,0.2916666666666667,0.08333333333333333,55.54,13.09,27,16,related problem restricted range problem zero near zero group size many kind statistical estimate unstable small sample furthermore dramatically unequal group size pose problem model manova assume equal variance covariance across group,"['related', 'problem', 'restricted', 'range', 'problem', 'zero', 'near_zero', 'group', 'size', 'many', 'kind', 'statistical', 'estimate', 'unstable', 'small', 'sample', 'furthermore', 'dramatically', 'unequal', 'group', 'size', 'pose', 'problem', 'model', 'manova', 'assume', 'equal', 'variance_covariance', 'across', 'group']"
24,"Many of the recommendations for restricted ranges apply to unequal group sizes. Careful planning is key to avoiding the problem of unequal group sizes. If you have enough small groups that are reasonably similar, you may be able to combine smaller groups and compare them to the larger group(s).",AM,295,49,6.020408163265306,0.8,6,16.333333333333332,0.22916666666666666,0.10416666666666667,71.85,9.79,24,20,many recommendation restricted range apply unequal group size careful planning key avoiding problem unequal group size enough small group reasonably similar may able combine smaller group compare larger group,"['many', 'recommendation', 'restricted', 'range', 'apply', 'unequal', 'group', 'size', 'careful', 'planning', 'key', 'avoiding', 'problem', 'unequal', 'group', 'size', 'enough', 'small_group', 'reasonably', 'similar', 'may', 'able', 'combine', 'smaller', 'group', 'compare', 'larger', 'group']"
27,"Repeat this to create plots of Carb*Calories, Carb*TFat and Carb* Protein. Select outliers on each plot and find the corresponding observations on the other plots.",AM,163,25,6.52,0.7647058823529411,6,12.5,0.2608695652173913,0.17391304347826086,58.79,8.2,13,11,repeat create plot carb calorie carb tfat carb protein select outlier plot find corresponding observation plot,"['repeat', 'create', 'plot', 'carb', 'calorie', 'carb', 'tfat', 'carb', 'protein', 'select', 'outlier', 'plot', 'find', 'corresponding', 'observation', 'plot']"
28,"There are two procedures in SAS that can be used to perform canonical discriminant analysis: the DISCRIM procedure and the CANDISC procedure. PROC DISCRIM is more general than PROC CANDISC and can be used to perform both steps of discriminant analysis shown above. PROC CANDISC performs the first step only. However, PROC CANDISC produces output that is generally more familiar to users and may be easier to interpret. If you are simply trying to find the combinations of variables that predict group membership, it is simpler to use PROC CANDISC. ?	You will learn to use PROC DISCRIM later in the chapter.",AM,606,101,6.0,0.6724137931034483,10,16.833333333333332,0.16831683168316833,0.1485148514851485,54.42,11.08,39,42,two procedure sas used perform canonical discriminant analysis discrim procedure candisc procedure proc discrim general proc candisc used perform step discriminant analysis shown proc candisc performs first step however proc candisc produce output generally familiar user may easier interpret simply trying find combination variable predict group membership simpler use proc candisc learn use proc discrim later chapter,"['two', 'procedure', 'sas', 'used', 'perform', 'canonical', 'discriminant_analysis', 'discrim', 'procedure', 'candisc', 'procedure', 'proc', 'discrim', 'general', 'proc', 'candisc', 'used', 'perform', 'step', 'discriminant_analysis', 'shown', 'proc', 'candisc', 'performs', 'first', 'step', 'however', 'proc', 'candisc', 'produce', 'output', 'generally', 'familiar', 'user', 'may', 'easier', 'interpret', 'simply', 'trying', 'find', 'combination', 'variable', 'predict', 'group', 'membership', 'simpler', 'use', 'proc', 'candisc', 'learn', 'use', 'proc', 'discrim', 'later', 'chapter']"
29,"Presume you are investigating variables that are related to career success among university faculty (number of publications, years experience, type of university, salary, job satisfaction). For the most part, higher salaries are associated with a higher number of publications. However, a few participants in your study have relatively low salaries and a somewhat large number of publications. These participants, although not necessarily outliers on any one variable, are outliers on the combination of these two variables. When you are interested specifically in multivariate outliers, there are myriad options. Two methods that are emphasized here are scatter plots and principal components analysis. Scatter plots of two or three variables at a time can reveal multivariate outliers that you might have missed using univariate plots only. Three-way rotatable plots enable you to look at the relationships among three variables at a time. Sometimes, however, even three-way plots can fail to reveal multivariate outliers in greater than three-dimensional space. Sometimes it is simply inefficient to create so many two-and three-way plots. In such situations, principal components analysis can be valuable. Recall that principal components are linear combinations of variables that account for the most variance with the first component, the second most with the second component, and so on. By consolidating most of the variance into one or two variables and looking over histograms of the components, you can easily spot multivariate outliers in your data.",AM,1561,233,6.6995708154506435,0.5899280575539568,35,17.923076923076923,0.3025210084033613,0.08403361344537816,36.39,12.14,82,97,presume investigating variable related career success among university faculty number publication year experience type university salary job satisfaction part higher salary associated higher number publication however participant study relatively low salary somewhat large number publication participant although necessarily outlier one variable outlier combination two variable interested specifically multivariate outlier myriad option two method emphasized scatter plot principal component analysis scatter plot two three variable time reveal multivariate outlier might missed using univariate plot three way rotatable plot enable look relationship among three variable time sometimes however even three way plot fail reveal multivariate outlier greater three dimensional space sometimes simply inefficient create many two three way plot situation principal component analysis valuable recall principal component linear combination variable account variance first component second second component consolidating variance one two variable looking histogram component easily spot multivariate outlier data,"['presume', 'investigating', 'variable', 'related', 'career', 'success', 'among', 'university', 'faculty', 'number', 'publication', 'year', 'experience', 'type', 'university', 'salary', 'job', 'satisfaction', 'part', 'higher', 'salary', 'associated', 'higher', 'number', 'publication', 'however', 'participant', 'study', 'relatively', 'low', 'salary', 'somewhat', 'large', 'number', 'publication', 'participant', 'although', 'necessarily', 'outlier', 'one', 'variable', 'outlier', 'combination', 'two', 'variable', 'interested', 'specifically', 'multivariate', 'outlier', 'myriad', 'option', 'two', 'method', 'emphasized', 'scatter', 'plot', 'principal', 'component', 'analysis', 'scatter', 'plot', 'two', 'three', 'variable', 'time', 'reveal', 'multivariate', 'outlier', 'might', 'missed', 'using', 'univariate', 'plot', 'three_way', 'rotatable', 'plot', 'enable', 'look', 'relationship', 'among', 'three', 'variable', 'time', 'sometimes', 'however', 'even', 'three_way', 'plot', 'fail', 'reveal', 'multivariate', 'outlier', 'greater', 'three_dimensional', 'space', 'sometimes', 'simply', 'inefficient', 'create', 'many', 'two', 'three_way', 'plot', 'situation', 'principal', 'component', 'analysis', 'valuable', 'recall', 'principal', 'component', 'linear', 'combination', 'variable', 'account', 'variance', 'first', 'component', 'second', 'second', 'component', 'consolidating', 'variance', 'one', 'two', 'variable', 'looking', 'histogram', 'component', 'easily', 'spot', 'multivariate', 'outlier', 'data']"
